ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,transcript_biotype
ENSG00000007202,3282.94322198627,-0.0481309567088506,0.0285067034700474,0.0868929014337693,0.177546873809813,BLTP2,protein_coding
ENSG00000132581,837.458827819288,0.132013609433554,0.0418804839992297,0.00123473234243247,0.00522558333236863,SDF2,protein_coding
ENSG00000109111,2431.16297804156,-0.0637932537284434,0.0374951748435425,0.08140812612044,0.168747352199627,SUPT6H,protein_coding
ENSG00000167525,139.14781892237,-0.0901789486864012,0.0463358113498636,0.0434790530058218,0.102293824558825,PROCA1,protein_coding
ENSG00000109113,229.011212697359,0.102112424368416,0.0633952588477443,0.0887234217233324,0.180442007720896,RAB34,protein_coding
ENSG00000198242,4346.29968381044,-0.207231883360701,0.0510207365481103,2.10694103125078e-05,0.000152988023531839,RPL23A,protein_coding
ENSG00000160606,18.2790149821423,-0.162301350732071,0.0717173262001786,0.0140267021336437,0.04054603600764,TLCD1,protein_coding
ENSG00000160602,150.408649877889,0.0505771443901988,0.0522285126795797,0.313493134494083,0.468825344835825,NEK8,protein_coding
ENSG00000076604,242.936975478314,-0.136520176628091,0.0686633664949777,0.0312087506511345,0.0783552902171833,TRAF4,protein_coding
ENSG00000173065,226.617685797147,-0.0670378043975534,0.0448636849796411,0.122249248853699,0.232434024195637,FAM222B,protein_coding
ENSG00000132591,326.117888904905,-0.0267976009134726,0.0416686522727877,0.508388918726489,0.655359130157764,ERAL1,protein_coding
ENSG00000132589,7792.52787257846,0.221161018898842,0.0715486095458423,0.0009139985819529,0.00401549973138562,FLOT2,protein_coding
ENSG00000167536,899.96676594186,0.328496198297241,0.0812217742479333,1.46341509145682e-05,0.000110590235650519,DHRS13,protein_coding
ENSG00000109118,2456.38031178262,0.124979046901173,0.0498083842154048,0.0092694933614063,0.0287453510122408,PHF12,protein_coding
ENSG00000063015,52.0346508398698,0.353798349297643,0.0683896137744611,4.91387598931088e-08,7.37742283616713e-07,SEZ6,protein_coding
ENSG00000179761,38.8011388686355,0.223877607304703,0.0523686070869292,9.15643736693135e-06,7.30244639261426e-05,PIPOX,protein_coding
ENSG00000196535,2245.87868497417,0.0786134998450139,0.0378080414983101,0.0339255831940985,0.0839491188257149,MYO18A,protein_coding
ENSG00000108255,16.0885356456336,0.102357060530338,0.0691970935988791,0.1143566805069,0.220756495191439,CRYBA1,protein_coding
